Timestamp,LoopCnt,LoopTime(ms),AvgLoopTime(ms),IrCnt,IrTime(ms),AvgIrTime(ms),IR1,IR2,IR3,IR4,IR5,T1,T2,T3,T4,T5
14:33:59.442,52390,26,25.39,26196,52,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.494,52392,26,25.40,26197,52,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.544,52394,25,25.39,26198,52,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.596,52396,25,25.39,26199,52,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.647,52398,26,25.40,26200,53,52.09,0,0,0,0,0,1,1,1,1,1
14:33:59.698,52400,26,25.41,26201,52,52.09,0,0,0,0,0,1,1,1,1,1
14:33:59.749,52402,24,25.39,26202,51,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.800,52404,25,25.38,26203,52,52.07,0,0,0,0,0,1,1,1,1,1
14:33:59.851,52406,26,25.39,26204,53,52.09,0,0,0,0,0,1,1,1,1,1
14:33:59.902,52408,26,25.40,26205,52,52.08,0,0,0,0,0,1,1,1,1,1
14:33:59.953,52410,26,25.40,26206,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.054,52412,25,25.40,26207,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.055,52414,25,25.40,26208,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.105,52416,25,25.39,26209,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.157,52418,26,25.40,26210,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.207,52420,26,25.40,26211,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.258,52422,25,25.40,26212,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.309,52424,26,25.41,26213,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:00.360,52426,26,25.41,26214,52,52.09,0,0,0,0,0,1,1,1,1,1
14:34:00.411,52428,26,25.42,26215,52,52.09,0,0,0,0,0,1,1,1,1,1
14:34:00.462,52430,24,25.40,26216,51,52.07,0,0,0,0,0,1,1,1,1,1
14:34:00.513,52432,25,25.40,26217,52,52.07,0,0,0,0,0,1,1,1,1,1
14:34:00.564,52434,26,25.41,26218,53,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.615,52436,26,25.41,26219,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.667,52438,26,25.42,26220,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.718,52440,25,25.41,26221,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.769,52442,26,25.42,26222,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:00.870,52444,25,25.42,26223,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.870,52446,26,25.42,26224,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.921,52448,25,25.42,26225,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:00.972,52450,25,25.41,26226,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.073,52452,26,25.42,26227,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:01.074,52454,26,25.42,26228,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.175,52456,26,25.43,26229,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.175,52458,25,25.43,26230,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.276,52460,25,25.42,26231,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.327,52462,26,25.43,26232,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.378,52464,26,25.43,26233,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.429,52466,25,25.43,26234,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.480,52468,25,25.42,26235,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.531,52470,26,25.43,26236,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:01.582,52472,26,25.43,26237,52,52.09,0,0,0,0,0,1,1,1,1,1
14:34:01.633,52474,25,25.43,26238,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.684,52476,25,25.43,26239,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.735,52478,25,25.42,26240,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.786,52480,26,25.43,26241,53,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.837,52482,26,25.43,26242,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.888,52484,25,25.43,26243,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.939,52486,25,25.43,26244,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:01.991,52488,25,25.42,26245,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.041,52490,25,25.42,26246,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.092,52492,26,25.42,26247,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.143,52494,25,25.42,26248,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.194,52496,25,25.42,26249,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.245,52498,26,25.42,26250,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:02.296,52500,26,25.43,26251,52,52.09,0,0,0,0,0,1,1,1,1,1
14:34:02.347,52502,25,25.42,26252,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.398,52504,24,25.41,26253,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.449,52506,26,25.42,26254,53,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.500,52508,26,25.42,26255,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.551,52510,26,25.43,26256,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.603,52512,25,25.42,26257,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.654,52514,25,25.42,26258,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.705,52516,26,25.42,26259,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:02.756,52518,25,25.42,26260,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.807,52520,24,25.41,26261,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.858,52522,25,25.41,26262,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:02.909,52524,26,25.41,26263,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:02.960,52526,26,25.42,26264,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.011,52528,26,25.42,26265,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.063,52530,25,25.42,26266,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.164,52532,24,25.41,26267,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.216,52534,25,25.40,26268,53,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.216,52536,26,25.41,26269,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.267,52538,25,25.41,26270,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.369,52540,25,25.40,26271,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.369,52542,26,25.41,26272,53,52.09,0,0,0,0,0,1,1,1,1,1
14:34:03.471,52544,26,25.41,26273,52,52.09,0,0,0,0,0,1,1,1,1,1
14:34:03.522,52546,25,25.41,26274,51,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.573,52548,24,25.40,26275,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.573,52550,25,25.40,26276,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.675,52552,26,25.40,26277,53,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.726,52554,26,25.40,26278,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.726,52556,25,25.40,26279,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.828,52558,25,25.40,26280,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.829,52560,25,25.40,26281,52,52.08,0,0,0,0,0,1,1,1,1,1
14:34:03.930,52562,25,25.39,26282,52,52.08,0,0,0,0,0,1,1,1,1,1
